"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"sport","Xarop de basto","Terradets","bruixes","7c+","2016-02-22","","","","flash","spain","Barcelona"
"sport","Vitamina N","Terradets","regina","7c+","2015-09-23","","","","onsight","spain","Barcelona"
"sport","Le pirate","Cuenca","piscinas","7c+","2015-09-12","Muy muy buena","Muy muy buena","","onsight","spain",""
"sport","Hiroshima","Rodellar","la surgencia","7c+","2015-08-05","Buena, buena, buena, buena y buena!!!","Buena, buena, buena, buena y buena!!!","","onsight","spain",""
"sport","Apo ausarta","Oñate","korea 909b7","7c+","2015-07-26","Brutal","Brutal","","onsight","spain",""
"sport","Antuan forever","Oñate","korea 909b7","7c+","2015-07-16","","","","flash","spain",""
"sport","O palomaron","Rodellar","cueva de los cazadores","7c+","2015-06-13","Súper ruta!!","Súper ruta!!","","onsight","spain",""
"sport","True crime","Rodellar","cueva de los cazadores","7c+","2015-06-13","","","","onsight","spain",""
"sport","Natural Mystic","Cuenca","paules","7c+","2015-03-31","","","","onsight","spain",""
"sport","N.N.","Oliana","contrafort del rombau","7c+","2014-12-16","Izq de gorilas en la niebla","Izq de gorilas en la niebla","","onsight","spain","Barcelona"
"sport","Señorita incertidumbre","Cuenca","valdecabras norte","7c+","2014-09-08","de las mejores de Cuenca sin duda","de las mejores de Cuenca sin duda","","onsight","spain",""
"sport","Ensoñadores","Cuenca","rincon de la ermita","7c+","2014-09-08","La proxima tu Estherilla!!!!","La proxima tu Estherilla!!!!","","onsight","spain",""
"sport","Super tomate","Céüse","berlin","7c+","2014-06-27","#2go","#2go","","redpoint","france","Provence"
"sport","Joyeux boucher","Céüse","demi lune c8b9e","7c+","2014-06-19","","","","onsight","france","Provence"
"sport","al lio","San martin de vald'onsera","","7c+","2014-06-05","Buena vía de Óscar, no entiendo quién se está dedicando a romper todos los nombres de las vías a martillazos, que se gana con eso?","Buena vía de Óscar, no entiendo quién se está dedicando a romper todos los nombres de las vías a martillazos, que se gana con eso?","","onsight","spain",""
"sport","Embarrankados","Foz de zafrané","jardin flotante","7c+","2014-04-27","La última de Juan, muy buena","La última de Juan, muy buena","","onsight","spain",""
"sport","Apeiron","Foz de zafrané","jardin flotante","7c+","2014-04-27","","","","onsight","spain",""
"sport","Miguel el Casero","Laboratori","","7c+","2014-03-26","#2go","#2go","","redpoint","spain","Margalef"
"sport","Gusaneitor","Espadelles","","7c+","2014-01-02","Buena de Renoud","Buena de Renoud","","onsight","spain","Margalef"
"sport","Mirtoglicerina","Balco de l'Ermita","","7c+","2013-12-09","","","","onsight","spain","Margalef"
"sport","Especial Caballeros","Espadelles","","7c+","2013-12-01","Bruuuuuuuuuuutal!!!!","Bruuuuuuuuuuutal!!!!","","onsight","spain","Margalef"
"sport","Generaciones estupidas","Otiñar","cueva","7c+","2013-11-09","","","","onsight","spain",""
"sport","Menos gaitas e mais viño","Culample4","","7c+","2013-10-19","","","","onsight","spain","Margalef"
"sport","Little Bulbos","Sikati Cave","sikati cave","7c+","2013-10-14","","","","onsight","greece","Kalymnos"
"sport","Super Lolita","Sikati Cave","sikati cave","7c+","2013-10-12","Tampoco esta vale para 8a","Tampoco esta vale para 8a","","onsight","greece","Kalymnos"
"sport","Sueur d'Hommes","Galatiani","galatiani main","7c+","2013-10-11","8a+??? joder como estan las cosas...","8a+??? joder como estan las cosas...","","onsight","greece","Kalymnos"
"sport","Debout Les Morts","Galatiani","galatiani main","7c+","2013-10-11","","","","onsight","greece","Kalymnos"
"sport","Punto Caramelo","Grande Grotta","grande grotta","7c+","2013-10-10","Esta se lleva la palma!!! 8a+??? increíble!!","Esta se lleva la palma!!! 8a+??? increíble!!","","onsight","greece","Kalymnos"
"sport","Master and Commander","Os esperáis","","7c+","2013-10-05","#2go","#2go","","redpoint","spain","Margalef"
"sport","Almodóvar","Can Dit Gros","","7c+","2013-09-11","Buena buena pero en estado salvaje salvaje!!!","Buena buena pero en estado salvaje salvaje!!!","","onsight","spain","Margalef"
"sport","los despistaos","Huesca","","7c+","2013-08-20","","","","onsight","spain",""
"sport","Le magicien de Riga","Céüse","bibendum","7c+","2013-07-10","#2go","#2go","","redpoint","france","Provence"
"sport","Calamidad","Valdegobia","la campa 0c44c","7c+","2013-07-04","","","","onsight","spain","Bilbao"
"sport","El Club del Marisco","Valdegobia","campa de arriba","7c+","2013-07-03","","","","onsight","spain","Bilbao"
"sport","N.N.","Vadiello","cascada","7c+","2013-04-24","","","","onsight","spain","Barcelona"
"sport","A Kurty/Pierre Nodoyuna","Unknown Crag","","7c+","2013-04-11","#2go               Muy buena","#2go Muy buena","","redpoint","spain","Siurana"
"sport","L'Escamarlà","Siuranella Est","","7c+","2013-04-10","","","","onsight","spain","Siurana"
"sport","Priorato para rato","Espadelles extension","","7c+","2013-03-02","#FA                Buena vía de Vicent a la derecha de ""mira y aprende""","#FA Buena vía de Vicent a la derecha de ""mira y aprende""","","onsight","spain","Margalef"
"sport","Curt de Pilila","Espadelles","","7c+","2013-02-09","Rutonaco del maestro Vicent!! será otra gran clásica del sector!!","Rutonaco del maestro Vicent!! será otra gran clásica del sector!!","","onsight","spain","Margalef"
"sport","Sil 2.0","San Pelegrín","","7c+","2013-01-26","#FA                R-1, ahora a por el segundo largo...","#FA R-1, ahora a por el segundo largo...","","redpoint","spain",""
"sport","Bocachancla","Espadelles extension","","7c+","2012-11-08","#2go","#2go","","redpoint","spain","Margalef"
"sport","N.N.","Espadelles","","7c+","2012-10-28","En la cueva de ""adios pakico""","En la cueva de ""adios pakico""","","onsight","spain","Margalef"
"sport","Vacuna antititánica","San martin de vald'onsera","san martin","7c+","2012-10-07","Buena pero sobra la piedra pegada","Buena pero sobra la piedra pegada","","onsight","spain",""
"sport","Shere Khan","Camarasa","la selva 21e1c","7c+","2012-09-16","una vía 10","una vía 10","","onsight","spain","Barcelona"
"sport","Highway to hell","Campo","la ola","7c+","2012-09-11","Muy bien Lucas!! otra joya!! vas por buen camino...","Muy bien Lucas!! otra joya!! vas por buen camino...","","onsight","spain",""
"sport","Chiken Tufa","Campo","la ola","7c+","2012-09-11","...Y la tercera para completar la trilogía Lukiana!!!","...Y la tercera para completar la trilogía Lukiana!!!","","onsight","spain",""
"sport","Gimme the Beta","Camarasa","kuestelon","7c+","2012-09-09","","","","onsight","spain","Barcelona"
"sport","El bulevar de la glaciere","Rodellar","la glaciere","7c+","2012-08-29","primera ruta después de un mes de inactividad!!! vaya sensaciones!!!","primera ruta después de un mes de inactividad!!! vaya sensaciones!!!","","onsight","spain",""
"sport","A la vista de Neptuno","Rodellar","alcanadre","7c+","2012-08-29","A la dere de Blanco de pollo, muy buena y mejor Flash de Beto!!","A la dere de Blanco de pollo, muy buena y mejor Flash de Beto!!","","flash","spain",""
"sport","La meche","Rodellar","gran boveda","7c+","2012-06-20","","","","onsight","spain",""
"sport","Mas vale tarde que nunca","Rodellar","gran boveda","7c+","2012-06-20","","","","onsight","spain",""
"sport","sindrome de aspenger","Huesca","","7c+","2012-06-19","#2go","#2go","","redpoint","spain",""
"sport","Pam pam","San martin de vald'onsera","","7c+","2012-06-02","Buenísima de Oscar","Buenísima de Oscar","","onsight","spain",""
"sport","La Rave","Foz de zafrané","cantera","7c+","2012-05-27","Buena vía de Juanito","Buena vía de Juanito","","onsight","spain",""
"sport","El Perdedor","Catedral","","7c+","2012-05-09","#2go               Guapísima vía de Vicent, sin ser comercial es de las buenas!!!","#2go Guapísima vía de Vicent, sin ser comercial es de las buenas!!!","","redpoint","spain","Margalef"
"sport","Campamento gitano","Unknown Crag","","7c+","2012-03-12","#FA                Buena vía de Samu","#FA Buena vía de Samu","","redpoint","spain","Margalef"
"sport","Supernani","Espadelles","","7c+","2012-01-22","","","","onsight","spain","Margalef"
"sport","Les Artisans","Espadelles","","7c+","2012-01-22","De las mejores...","De las mejores...","","onsight","spain","Margalef"
"sport","Fun in the Sun","Geyik bayiri","mevlana","7c+","2012-01-05","","","","onsight","turkey",""
"sport","High Hopes","Geyik bayiri","sarkit","7c+","2012-01-03","","","","onsight","turkey",""
"sport","Okrimono","Geyik bayiri","sarkit","7c+","2012-01-02","","","","onsight","turkey",""
"sport","El Coaccionador","Alquezar","cuevas","7c+","2011-12-24","#FA                Esta te la dedico Set!!!","#FA Esta te la dedico Set!!!","","redpoint","spain","Barcelona"
"sport","Gravity globe","Espadelles","","7c+","2011-12-18","","","","onsight","spain","Margalef"
"sport","El rey de la palanca","Chulilla","el algarrobo","7c+","2011-11-12","","","","onsight","spain",""
"sport","Cap i cua","Chulilla","oasis 8335c","7c+","2011-11-11","","","","onsight","spain",""
"sport","Los incrédulos","Chulilla","el algarrobo","7c+","2011-11-09","","","","onsight","spain",""
"sport","El remanso de las mulas","Chulilla","pared de enfrente 058f9","7c+","2011-11-08","","","","onsight","spain",""
"sport","Los Posaderos","Chulilla","pared de enfrente 058f9","7c+","2011-11-08","","","","onsight","spain",""
"sport","La insaciable","Culample4","","7c+","2011-09-17","","","","onsight","spain","Margalef"
"sport","Especial Mamadas","Somaén","cueva","7c+","2011-09-04","","","","onsight","spain","Madrid"
"sport","Jovenes promesas","Rodellar","gran boveda","7c+","2011-08-17","","","","onsight","spain",""
"sport","Lucy","Voralpsee","","7c+","2011-08-08","","","","onsight","switzerland","Zürich"
"sport","Lucy","Voralpsee","","7c+","2011-08-07","A la derecha de Alaska Kid","A la derecha de Alaska Kid","","onsight","switzerland","Zürich"
"sport","Rosengarten","Lenh","rosengarten","7c+","2011-08-05","","","","onsight","switzerland",""
"sport","Ökoschwein","Lungern","","7c+","2011-08-03","","","","onsight","switzerland","Interlaken"
"sport","Billabong","Lungern","","7c+","2011-08-03","","","","onsight","switzerland","Interlaken"
"sport","La surchauffe de la loco","Bielsa","foz de la canal","7c+","2011-07-21","","","","onsight","spain",""
"sport","Parabellum","Ca La Marta","","7c+","2011-06-12","","","","onsight","spain","Margalef"
"sport","Cachaça Caliza","Rodellar","gran boveda","7c+","2011-06-02","","","","onsight","spain",""
"sport","Illusion","Rodellar","bikini","7c+","2011-06-01","#2go               Una clasica...","#2go Una clasica...","","redpoint","spain",""
"sport","manolisima","Foz de zafrané","cueva","7c+","2011-05-25","R-1","R-1","","onsight","spain",""
"sport","Desconcert","Finestra","","7c+","2011-05-22","#2go","#2go","","redpoint","spain","Margalef"
"sport","Monkeys & clowns","Foz de zafrané","cueva","7c+","2011-05-04","Super guapa vía de marquitos, l1,","Super guapa vía de marquitos, l1,","","onsight","spain",""
"sport","Sin colorantes ni conservantes","Cuenca","sombretivo","7c+","2011-04-22","","","","onsight","spain",""
"sport","el cavernicola madero","Vadiello","caverna","7c+","2011-04-08","","","","redpoint","spain","Barcelona"
"sport","Pinza time","Rodellar","gran boveda","7c+","2011-02-27","Doblete con Beto","Doblete con Beto","","onsight","spain",""
"sport","Andele güey","Rodellar","gran boveda","7c+","2011-02-26","Ultimamente en Rodellar vale todo...","Ultimamente en Rodellar vale todo...","","onsight","spain",""
"sport","Regresión","Fuendetodos","manolodromo","7c+","2011-01-18","#FA                Muy buena combo de Oscar, con un poco de ""chispa"" habria sido octavo,de resis guapisima","#FA Muy buena combo de Oscar, con un poco de ""chispa"" habria sido octavo,de resis guapisima","","redpoint","spain",""
"sport","Carrilano","Alquezar","colegiata","7c+","2010-12-26","Magnífica vía de Miguel que pasa a entrar en mi top 10 de vías de ese nivel que haya escalado!!","Magnífica vía de Miguel que pasa a entrar en mi top 10 de vías de ese nivel que haya escalado!!","","onsight","spain","Barcelona"
"sport","Easy Rider","Drive by","","7c+","2010-10-19","","","","onsight","united states","Red River Gorge (KY)"
"sport","Morphos","Finestra","","7c+","2010-09-10","","","","redpoint","spain","Margalef"
"sport","Dejà vu","Finestra","","7c+","2010-09-07","","","","onsight","spain","Margalef"
"sport","Jeanne","Bielsa","foz de la canal","7c+","2010-07-18","","","","onsight","spain",""
"sport","Devotas Airline","Bielsa","super devotas","7c+","2010-07-06","","","","flash","spain",""
"sport","L'embrouille","Bielsa","las devotas","7c+","2010-07-05","","","","onsight","spain",""
"sport","Bona minyona","Can Dit Gros","","7c+","2010-05-29","","","","onsight","spain","Margalef"
"sport","Joguina sexual","Can Dit Gros","","7c+","2010-05-29","","","","onsight","spain","Margalef"
"sport","Cada loco con su tema","Cabernet","","7c+","2010-01-20","","","","onsight","spain","Margalef"
"sport","Maligna","Espadelles","","7c+","2010-01-19","","","","onsight","spain","Margalef"
"sport","Viote, my friend","Espadelles","","7c+","2010-01-03","A la derecha de Telemaster,buenísima","A la derecha de Telemaster,buenísima","","flash","spain","Margalef"
"sport","Colocón de resina","Espadelles","","7c+","2010-01-03","#2go","#2go","","redpoint","spain","Margalef"
"sport","Duna","Laboratori","","7c+","2010-01-02","#2go","#2go","","redpoint","spain","Margalef"
"sport","Esta Paco con el mazo","Gratal","gratal","7c+","2009-11-02","Muy buena","Muy buena","","onsight","spain",""
"sport","Los yonkis del taladro","Gratal","gratal","7c+","2009-11-02","Muy buena e intensa","Muy buena e intensa","","onsight","spain",""
"sport","Baturricos","agüero","techo del gitano","7c+","2009-10-08","#FA                Nueva ruta de Miguel, buena","#FA Nueva ruta de Miguel, buena","","onsight","spain",""
"sport","Kalandraka","Rodellar","la surgencia","7c+","2009-09-28","","","","onsight","spain",""
"sport","N.N.","Rodellar","","7c+","2009-09-20","#2go               A la derecha de ""en busca del unicornio""","#2go A la derecha de ""en busca del unicornio""","","redpoint","spain",""
"sport","Parfum de Kalymnos","Bielsa","super devotas","7c+","2009-08-18","","","","onsight","spain",""
"sport","The Swimg","Teverga","pared negra","7c+","2009-08-06","#2go","#2go","","redpoint","spain",""
"sport","N.N.","Cueva Bollu","pared roja","7c+","2009-08-01","#2go               de Nori","#2go de Nori","","redpoint","spain",""
"sport","N.N.","Cueva Bollu","pared roja","7c+","2009-08-01","#2go","#2go","","redpoint","spain",""
"sport","El espolon de la rana","Rodellar","la surgencia","7c+","2009-07-11","","","","onsight","spain",""
"sport","N.N.","Rodellar","las ventanas del mascun","7c+","2009-06-15","A la derecha de la de Beto","A la derecha de la de Beto","","redpoint","spain",""
"sport","Orion","Odyssey","orion wall marci marc cave","7c+","2009-04-22","","","","onsight","greece","Kalymnos"
"sport","Andromeda","Odyssey","orion wall marci marc cave","7c+","2009-04-18","Impresionante","Impresionante","","onsight","greece","Kalymnos"
"sport","Arena","Spartacus","spartacus","7c+","2009-04-11","#2go               Muy a bloque","#2go Muy a bloque","","redpoint","greece","Kalymnos"
"sport","Marci Marc","Odyssey","orion wall marci marc cave","7c+","2009-04-10","","","","onsight","greece","Kalymnos"
"sport","Por Una Sociedad Con Mujeres Satisfechas","Sikati Cave","sikati cave","7c+","2009-04-09","","","","onsight","greece","Kalymnos"
"sport","Neska Polita","Spartacus","spartacus","7c+","2009-04-02","","","","onsight","greece","Kalymnos"
"sport","Malasombra","Espadelles","","7c+","2008-12-04","Muy Buena","Muy Buena","","onsight","spain","Margalef"
"sport","convicted","Motherlode","red river gorge","7c+","2008-11-04","#2go","#2go","","redpoint","united states","Red River Gorge (KY)"
"sport","Skin Boat","Motherlode","","7c+","2008-11-04","","","","onsight","united states","Red River Gorge (KY)"
"sport","Hoofmaker","Motherlode","","7c+","2008-11-04","","","","onsight","united states","Red River Gorge (KY)"
"sport","Spank","Drive by","","7c+","2008-11-03","","","","onsight","united states","Red River Gorge (KY)"
"sport","Table of Colors","Left flank","","7c+","2008-10-29","","","","onsight","united states","Red River Gorge (KY)"
"sport","Taste The Rainbow","Shady Grove","","7c+","2008-10-26","Sucia pero buena, la ascensión de Pedrete a vista a esta ruta IMPRESIONANTE","Sucia pero buena, la ascensión de Pedrete a vista a esta ruta IMPRESIONANTE","","onsight","united states","Red River Gorge (KY)"
"sport","Beer Belly","Drive by","","7c+","2008-10-21","","","","onsight","united states","Red River Gorge (KY)"
"sport","Snooker","Motherlode","","7c+","2008-10-20","","","","onsight","united states","Red River Gorge (KY)"
"sport","Fourty Ounces of Justice","Motherlode","","7c+","2008-10-17","","","","onsight","united states","Red River Gorge (KY)"
"sport","N.N.","Tres Ponts","","7c+","2008-09-10","#2go","#2go","","redpoint","spain","Barcelona"
"sport","Jugada ensayada","Gratal","fronton","7c+","2008-07-31","#2go               muy buena","#2go muy buena","","redpoint","spain",""
"sport","No Bouchon Spirit","Rodellar","las ventanas del mascun","7c+","2008-06-24","","","","onsight","spain",""
"sport","El colico miserele","Escalete","muro del fondo","7c+","2008-05-21","#2go               El primer pegue en el 99...","#2go El primer pegue en el 99...","","redpoint","unknown",""
"sport","Katapum","Cuenca","martin alhaja","7c+","2007-09-24","","","","onsight","spain",""
"sport","agobium","rafales","rafales","7c+","2007-09-02","increible ruta, valdria pa 8a pero...","increible ruta, valdria pa 8a pero...","mega classic","onsight","unknown",""
"sport","Golum ......","Teverga","pingalagua","7c+","2007-08-22","¿pasaos por agua?","¿pasaos por agua?","","flash","spain",""
"sport","Tonalin","Riosecu","riosecu","7c+","2007-08-07","plantando un huevo!","plantando un huevo!","","onsight","unknown",""
"sport","En busca del unicornio","Rodellar","aquest any si","7c+","2007-07-11","#2go","#2go","","redpoint","spain",""
"sport","Maximun","Morata de jalón","","7c+","2007-06-30","#2go               a bloque, antigua pero guapa","#2go a bloque, antigua pero guapa","","redpoint","spain","Madrid"
"sport","El mentor","Alquezar","cuevas","7c+","2007-01-03","#2go               ese oscar manofacturin!!!!!!!!!!!","#2go ese oscar manofacturin!!!!!!!!!!!","","redpoint","spain","Barcelona"
"sport","La ardilla roja","El pati","","7c+","2006-12-04","impresionante ruta","impresionante ruta","","onsight","spain","Siurana"
"sport","El sistema","Espadelles","","7c+","2006-12-01","muy buena","muy buena","mega classic","onsight","spain","Margalef"
"sport","Devora Hombres","Santa Linya","cova gran","7c+","2006-09-28","#2go","#2go","","redpoint","spain","Barcelona"
"sport","Arrampicata et mozarella","Bielsa","foz de la canal","7c+","2006-08-19","2º largo del 6c+","2º largo del 6c+","","onsight","spain",""
"sport","la renverse","Bielsa","las devotas","7c+","2006-08-19","","","","onsight","spain",""
"sport","Tu si que vales","Rodellar","egocentrismo","7c+","2006-05-19","en egocentrismo","en egocentrismo","","onsight","spain",""
"sport","N.N. (mn)","Rodellar","","7c+","2006-05-19","","","","onsight","spain",""
"sport","Les colonnettes","Céüse","biographie 8faa4","7c+","2005-07-20","#2go","#2go","","redpoint","france","Provence"
"sport","La femme noire","Céüse","demi lune c8b9e","7c+","2005-07-15","","","","onsight","france","Provence"
"sport","ukashnta","Unknown Crag","","7c+","2004-08-03","","","","onsight","germany","Frankenjura"
"sport","feronte","Unknown Crag","","7c+","2004-08-03","","","","onsight","germany","Frankenjura"
"sport","N.N.","Gimmvelwald","","7c+","2004-07-22","","","","onsight","unknown",""
"sport","Makach Walou","Céüse","berlin","7c+","2004-07-17","","","","onsight","france","Provence"
"sport","Berlin","Céüse","berlin","7c+","2004-07-17","bonita","bonita","","onsight","france","Provence"
"sport","Sans peur et sanglier","Céüse","demi lune c8b9e","7c+","2004-07-16","bloquero","bloquero","","redpoint","france","Provence"
"sport","Abracadabra kaka de cabra","Gandía","bovedon","7c+","2004-01-27","","","","onsight","spain","Alicante"
"sport","Kriptonita","Orihuela","boveda","7c+","2004-01-05","","","","onsight","spain","Alicante"
"sport","Batiste","Alquezar","cuevas","7c+","2002-12-13","","","","redpoint","spain","Barcelona"
"sport","Scorpio","Alquezar","colegiata","7c+","2002-12-10","","","","onsight","spain","Barcelona"
"sport","bocabajo","Alquezar","cuevas","7c+","2001-12-23","","","","onsight","spain","Barcelona"
"sport","Destrepando a Newton","Alquezar","cueva","7c+","2001-12-16","","","","onsight","spain","Barcelona"
"sport","Le llamaban bobi","Alquezar","cueva de la presa","7c+","2001-12-01","#2go","#2go","","redpoint","spain","Barcelona"
"sport","No sé como llamarte","Alquezar","colegiata","7c+","1999-12-10","#2go","#2go","","redpoint","spain","Barcelona"
"sport","La tentación de seguir","Alquezar","castivian","7c+","1998-12-15","#2go","#2go","","redpoint","spain","Barcelona"
"sport","La tentación de seguir","Alquezar","castivian","7c+","1998-12-10","#2go","#2go","","redpoint","spain","Barcelona"
"sport","Meteorit","Berberana","princpal","7c","2020-08-02","Brutal!!","Brutal!!","","onsight","spain",""
"sport","Vernissage","Olba","obras selectas","7c","2020-06-13","","","","onsight","spain",""
"sport","Yihad","Trasobares","camino del canizal","7c","2020-06-06","","","","onsight","spain",""
"sport","Neverland","Foz de zafrané","","7c","2020-03-06","#2go","#2go","","redpoint","spain",""
"sport","La tuconeta","Rodellar","la palomera","7c","2019-12-16","#2go","#2go","","redpoint","spain",""
"sport","Bert","Elona","","7c","2019-10-29","","","","onsight","greece","Leonidio"
"sport","Chipotle","Twin caves","","7c","2019-10-28","","","","onsight","greece","Leonidio"
"sport","Bread and salt","Twin caves","","7c","2019-10-28","#2go","#2go","","redpoint","greece","Leonidio"
"sport","Bauschkraft 800","Nifada","","7c","2019-10-26","Sera sobre 7c o así","Sera sobre 7c o así","","onsight","greece","Leonidio"
"sport","Pope Star","Elona","","7c","2019-10-18","De las mejores de Leonidio","De las mejores de Leonidio","","onsight","greece","Leonidio"
"sport","Mr Magoo extension","Twin caves","","7c","2019-10-17","","","","onsight","greece","Leonidio"
"sport","Adidas","Bielsa","el rincon de sin","7c","2019-08-08","Buenisima","Buenisima","","onsight","spain",""
"sport","el despistao","Unknown Crag","","7c","2019-05-18","Via nueva de Vicent, buenísima","Via nueva de Vicent, buenísima","","onsight","spain","Margalef"
"sport","Collons Plens","Finestra","","7c","2019-05-01","doblete con Sil!!!!!","doblete con Sil!!!!!","","onsight","spain","Margalef"
"sport","Los grises","Cuenca","rincon de la ermita","7c","2019-03-30","","","","onsight","spain",""
"sport","Sidra","San Pelegrín","las macetas","7c","2019-01-19","","","","onsight","spain",""
"sport","Hot knife","Negociee","","7c","2018-12-05","","","","flash","spain","Siurana"
"sport","Eleven","Foz de zafrané","solarium","7c","2018-12-02","Buena vía de Oscar, a la derecha de ""La Pasión""","Buena vía de Oscar, a la derecha de ""La Pasión""","","flash","spain",""
"sport","Estratosférica","Siuranella Centre","","7c","2018-11-24","","","","onsight","spain","Siurana"
"sport","Maldito Ego","Rodellar","maldita codicia","7c","2018-09-30","#2go","#2go","","redpoint","spain",""
"sport","L'autoexigencia","Finestra","","7c","2018-09-18","","","","flash","spain","Margalef"
"sport","Los justicieros","Finestres Extensió","","7c","2018-09-17","","","","onsight","spain","Margalef"
"sport","N.N.","Finestra","","7c","2018-09-17","","","","flash","spain","Margalef"
"sport","N.N.","Campo","el puente","7c","2018-07-12","Continuación de un 7a, muy guapa","Continuación de un 7a, muy guapa","","onsight","spain",""
"sport","El malasombra","Teverga","pared negra","7c","2018-07-06","Brutal de buena","Brutal de buena","","onsight","spain",""
"sport","Cañonerooo","Cortes de Pallás","boveda","7c","2018-03-29","","","","flash","spain",""
"sport","casquivana","Alquezar","castivian","7c","2018-02-10","","","","onsight","spain","Barcelona"
"sport","La Inviable","Balco de l'Ermita","","7c","2018-01-13","","","","flash","spain","Margalef"
"sport","Joe Weider","Balco de l'Ermita","","7c","2018-01-05","#2go","#2go","","redpoint","spain","Margalef"
"sport","dominica la coja","San Pelegrín","","7c","2017-12-17","","","","onsight","spain",""
"sport","Echo","L'olla","","7c","2017-11-26","","","","flash","spain","Siurana"
"sport","Skinny love","Bob Marley","","7c","2017-11-15","","","","flash","united states","Red River Gorge (KY)"
"sport","En la variedad está el gusto","Rodellar","andrebot","7c","2017-04-22","Muy buena vía de Doke","Muy buena vía de Doke","","onsight","spain",""
"sport","Lua","Siuranella Est","","7c","2017-03-12","Recto sin ir a la derecha muy dura para 7c...","Recto sin ir a la derecha muy dura para 7c...","","onsight","spain","Siurana"
"sport","La Pasión","Foz de zafrané","solarium","7c","2017-02-27","#2go","#2go","","redpoint","spain",""
"sport","Brou de Bou","Balco de l'Ermita","","7c","2017-01-08","","","","onsight","spain","Margalef"
"sport","Plan c","Foz de zafrané","solarium","7c","2016-11-16","","","","onsight","spain",""
"sport","Alma de León","Cuenca","piscinas","7c","2016-11-02","Buena buena!!","Buena buena!!","","onsight","spain",""
"sport","Heimdall","MQZ","","7c","2016-10-30","","","","onsight","spain","Margalef"
"sport","Davay Karina","Coma closa","","7c","2016-10-28","","","","onsight","spain","Margalef"
"sport","sovietic training","Racó de la Coma Closa","","7c","2016-10-25","","","","onsight","spain","Margalef"
"sport","PPL","MQZ","","7c","2016-10-15","Buenísima, de lo más bonito de marga","Buenísima, de lo más bonito de marga","","onsight","spain","Margalef"
"sport","Paraula de tom","Racó de la Coma Closa","","7c","2016-10-15","","","","onsight","spain","Margalef"
"sport","Petit Nemo","L'escut","","7c","2016-10-02","","","","onsight","spain","Margalef"
"sport","Wellcome to the jungle","Los Meses","cueva de la paja","7c","2016-09-06","Buenísima vía de Edu!!! De lo mejor del sector!!!","Buenísima vía de Edu!!! De lo mejor del sector!!!","","onsight","spain",""
"sport","Nach jou y Barinton levi","Rodellar","ostano","7c","2016-08-27","","","","onsight","spain",""
"sport","N.N.","Oñate","korea 909b7","7c","2016-07-03","Buenísima vía de bloque a la izquierda del ""arrebato""","Buenísima vía de bloque a la izquierda del ""arrebato""","","onsight","spain",""
"sport","Sputnik","L'escut","","7c","2016-05-16","","","","onsight","spain","Margalef"
"sport","300 R-1","Foz de zafrané","cueva","7c","2016-05-11","#FA                Primer largo de un proyecto brutal","#FA Primer largo de un proyecto brutal","","redpoint","spain",""
"sport","trio de ases","Olba","obras selectas","7c","2016-04-03","","","","onsight","spain",""
"sport","Pecas Revoltosas","Gandía","bove2","7c","2016-03-29","","","","onsight","spain","Alicante"
"sport","Halitosis forte","Mainadera","","7c","2016-03-06","","","","onsight","spain","Margalef"
"sport","Me la pone dura dura","Espadelles","","7c","2016-02-13","","","","onsight","spain","Margalef"
"sport","Me enfado y no respiro","Espadelles","","7c","2016-01-30","","","","onsight","spain","Margalef"
"sport","Dialogotomia","Cuenca","valdecabras sur","7c","2015-11-07","","","","onsight","spain",""
"sport","Pacornisas","Cuenca","valdecabras sur","7c","2015-10-25","","","","onsight","spain",""
"sport","La princesa monobloque","Cuenca","valdecabras sur","7c","2015-10-24","","","","flash","spain",""
"sport","El Calmasuecas","Catedral","","7c","2015-10-06","","","","onsight","spain","Margalef"
"sport","Acción ponzoñosa","Foz de zafrané","","7c","2015-09-30","#FA","#FA","","redpoint","spain",""
"sport","Tram Burocràtic","Terradets","regina","7c","2015-09-18","","","","onsight","spain","Barcelona"
"sport","Baibon","Cuenca","piscinas","7c","2015-09-12","","","","flash","spain",""
"sport","Happy Hour","Ilarduia","","7c","2015-07-18","A la izquierda del 8a, creo que es esta!","A la izquierda del 8a, creo que es esta!","","flash","spain",""
"sport","Hegoaldera begira","Oñate","korea 909b7","7c","2015-07-09","","","","onsight","spain",""
"sport","Ordu txikitan","Oñate","mugarri","7c","2015-07-08","","","","onsight","spain",""
"sport","Miry-mary","Oñate","","7c","2015-07-08","","","","onsight","spain",""
"sport","Katacraken","Calcena","pena de los circos","7c","2015-06-28","#FA","#FA","","onsight","spain",""
"sport","Goin-centrismo","Cuenca","valdecabras sur","7c","2015-04-06","","","","onsight","spain",""
"sport","Nacido para perder","Espadelles","","7c","2015-01-11","","","","onsight","spain","Margalef"
"sport","Chip Chop","Otiñar","cueva","7c","2014-11-13","#2go               7c???? Para mi muy dura, más cerca del 8a que del 7c","#2go 7c???? Para mi muy dura, más cerca del 8a que del 7c","","redpoint","spain",""
"sport","Calima","Villanueva del Rosario","chillam","7c","2014-10-17","","","","onsight","spain",""
"sport","Cenizo","Villanueva del Rosario","chilam balam","7c","2014-10-13","","","","onsight","spain",""
"sport","antinatura","Foz de zafrané","jardin flotante","7c","2014-10-04","","","","onsight","spain",""
